date,team,opponent,result,attendance,contest,WL,home_score,away_score,game_number,location,auto_generate
10/27/2024,Emory,NYU,W 3-0,30.0,5678284,W,3,0,1,,
10/27/2024,NYU,Rochester (NY),W 3-1,75.0,5678229,W,3,1,1,,
10/27/2024,UChicago,WashU,L 2-3,50.0,5678234,L,2,3,1,,
10/28/2024,Hunter,Medgar Evers,W 3-0,75.0,5678306,W,3,0,1,,
10/28/2024,Manhattanville,St. Joseph's (Brkln),W 3-0,150.0,5674011,W,3,0,1,,
10/29/2024,East Tex. Baptist,Centenary (LA),W 3-0,130.0,5678307,W,3,0,1,,
10/29/2024,LeTourneau,Centenary (LA),W 3-0,63.0,5678331,W,3,0,1,,
10/29/2024,Wartburg,Bethel (MN),W 3-2,182.0,5678364,W,3,2,1,,
10/29/2024,Carroll (WI),Ill. Wesleyan,L 1-3,161.0,5678391,L,1,3,1,,
10/29/2024,Asbury,Maryville (TN),W 3-1,100.0,5678361,W,3,1,1,,
10/29/2024,Western New Eng.,Regis (MA),W 3-0,106.0,5678322,W,3,0,1,,
10/29/2024,Baruch,St. Joseph's (L.I.),L 0-3,50.0,5678398,L,0,3,1,,
10/29/2024,John Jay,York (NY),W 3-0,121.0,5678330,W,3,0,1,,
10/29/2024,Lehman,Yeshiva,W 3-2,30.0,5678431,W,3,2,1,,
10/29/2024,Medgar Evers,Mt. St. Mary (NY),L 0-3,65.0,5678377,L,0,3,1,,
10/29/2024,Maranatha Baptist,Beloit,L 0-3,163.0,5678414,L,0,3,1,,
10/29/2024,Trinity Washington,Goucher,L 0-3,77.0,5678397,L,0,3,1,,
10/29/2024,Houghton,Nazareth,L 2-3,189.0,5678430,L,2,3,1,,
10/29/2024,Albertus Magnus,Fitchburg St.,L 0-3,35.0,5678341,L,0,3,1,,
10/29/2024,Anna Maria,JWU (Providence),L 0-3,904.0,5681203,L,0,3,1,,
10/29/2024,Dean,Simmons,L 2-3,45.0,5678423,L,2,3,1,,
10/29/2024,Mitchell,Saint Joseph (CT),W 3-1,62.0,5678405,W,3,1,1,,
10/29/2024,New England Col.,Norwich,W 3-0,183.0,5678350,W,3,0,1,,
10/29/2024,Albright,Eastern,L 0-3,203.0,5678426,L,0,3,1,,
10/29/2024,Alvernia,Widener,L 2-3,73.0,5678375,L,2,3,1,,
10/29/2024,Hood,Messiah,L 0-3,106.0,5678408,L,0,3,1,,
10/29/2024,Stevenson,York (PA),L 0-3,126.0,5678411,L,0,3,1,,
10/29/2024,Arcadia,Misericordia,L 0-3,321.0,5678392,L,0,3,1,,
10/29/2024,DeSales,FDU-Florham,W 3-0,75.0,5678395,W,3,0,1,,
10/29/2024,Delaware Valley,Lebanon Valley,L 0-3,148.0,5678378,L,0,3,1,,
10/29/2024,King's (PA),Stevens,L 0-3,100.0,5678379,L,0,3,1,,
10/29/2024,Augsburg,Northwestern-St. Paul,L 0-3,489.0,5678416,L,0,3,1,,
10/29/2024,DePauw,Ohio Wesleyan,L 2-3,157.0,5678413,L,2,3,1,,
10/29/2024,Denison,Kenyon,W 3-0,60.0,5678365,W,3,0,1,,
10/29/2024,Hiram,Oberlin,W 3-0,78.0,5678396,W,3,0,1,,
10/29/2024,Wittenberg,Wooster,W 3-1,75.0,5678404,W,3,1,1,,
10/29/2024,Babson,Smith,L 1-3,110.0,5678403,L,1,3,1,,
10/29/2024,Clark (MA),MIT,L 0-3,87.0,5678352,L,0,3,1,,
10/29/2024,Coast Guard,Mount Holyoke,W 3-0,77.0,5678406,W,3,0,1,,
10/29/2024,Emerson,Wellesley,L 2-3,33.0,5678415,L,2,3,1,,
10/29/2024,Salve Regina,Wheaton (MA),L 2-3,234.0,5678420,L,2,3,1,,
10/29/2024,Springfield,WPI,W 3-0,100.0,5678410,W,3,0,1,,
10/29/2024,Kean,New Jersey City,W 3-0,100.0,5678366,W,3,0,1,,
10/29/2024,Ramapo,Wm. Paterson,L 0-3,50.0,5678388,L,0,3,1,,
10/29/2024,Rowan,Rutgers-Newark,W 3-0,140.0,5678425,W,3,0,1,,
10/29/2024,Rutgers-Camden,Stockton,L 0-3,65.0,5678374,L,0,3,1,,
10/29/2024,Guilford,Roanoke,W 3-1,122.0,5678369,W,3,1,1,,
10/29/2024,Concordia (TX),Texas Lutheran,L 0-3,100.0,5678315,L,0,3,1,,
10/29/2024,Cal Lutheran,Claremont-M-S,L 1-3,112.0,5678409,L,1,3,1,,
10/29/2024,Chapman,Pomona-Pitzer,W 3-1,73.0,5678429,W,3,1,1,,
10/29/2024,La Verne,Redlands,W 3-0,127.0,5678402,W,3,0,1,,
10/29/2024,Occidental,Whittier,L 1-3,128.0,5678417,L,1,3,1,,
10/29/2024,Eureka,Webster,L 0-3,209.0,5678422,L,0,3,1,,
10/29/2024,Cortland,SUNY Morrisville,W 3-0,137.0,5678320,W,3,0,1,,
10/29/2024,Brevard,Greensboro,L 2-3,111.0,5678353,L,2,3,1,,
10/29/2024,Mary Baldwin,Meredith,L 0-3,100.0,5678349,L,0,3,1,,
10/29/2024,Methodist,Pfeiffer,W 3-1,165.0,5678370,W,3,1,1,,
10/29/2024,N.C. Wesleyan,William Peace,W 3-2,57.0,5678393,W,3,2,1,,
10/29/2024,Bryn Athyn,Lancaster Bible,L 0-3,94.0,5678387,L,0,3,1,,
10/29/2024,Cairn,Penn St. Brandywine,W 3-0,105.0,5678383,W,3,0,1,,
10/29/2024,Cedar Crest,Saint Elizabeth,L 0-3,47.0,5678400,L,0,3,1,,
10/29/2024,Gallaudet,Valley Forge,W 3-0,172.0,5678427,W,3,0,1,,
10/29/2024,Keystone,Rosemont,W 3-0,36.0,5678357,W,3,0,1,,
10/29/2024,Notre Dame (MD),Penn St.-Berks,W 3-0,78.0,5678363,W,3,0,1,,
10/29/2024,Penn College,Penn St.-Abington,L 0-3,50.0,5678351,L,0,3,1,,
10/29/2024,Penn St. Harrisburg,Wilson,W 3-0,150.0,5678401,W,3,0,1,,
10/30/2024,Alfred St.,Pitt.-Bradford,W 3-0,100.0,5678521,W,3,0,1,,
10/30/2024,Carlow,Pitt.-Greensburg,W 3-1,88.0,5678479,W,3,1,1,,
10/30/2024,Hilbert,Penn St.-Behrend,L 1-3,97.0,5678497,L,1,3,1,,
10/30/2024,Mount Aloysius,Penn St.-Altoona,L 1-3,221.0,5678488,L,1,3,1,,
10/30/2024,Centenary (NJ),Neumann,L 0-3,75.0,5678483,L,0,3,1,,
10/30/2024,Gwynedd Mercy,Pratt,W 3-0,102.0,5678486,W,3,0,1,,
10/30/2024,Immaculata,Marymount (VA),L 0-3,158.0,5678461,L,0,3,1,,
10/30/2024,Carthage,Wheaton (IL),W 3-0,65.0,5678509,W,3,0,1,,
10/30/2024,Millikin,North Central (IL),L 0-3,175.0,5678477,L,0,3,1,,
10/30/2024,Agnes Scott,Piedmont,L 0-3,0.0,5678527,L,0,3,1,,
10/30/2024,Belhaven,Huntingdon,L 0-3,25.0,5678467,L,0,3,1,,
10/30/2024,Curry,Emmanuel (MA),L 1-3,175.0,5678448,L,1,3,1,,
10/30/2024,Endicott,Tufts,L 0-3,137.0,5678455,L,0,3,1,,
10/30/2024,Hartford,Lesley,W 3-0,30.0,5678504,W,3,0,1,,
10/30/2024,Roger Williams,Rhode Island Col.,W 3-1,175.0,5678531,W,3,1,1,,
10/30/2024,Suffolk,Wentworth,L 1-3,131.0,5678522,L,1,3,1,,
10/30/2024,U New England,Plymouth St.,W 3-1,130.0,5678482,W,3,1,1,,
10/30/2024,Bryn Mawr,Washington Col.,L 0-3,50.0,5678508,L,0,3,1,,
10/30/2024,Dickinson,Gettysburg,L 0-3,55.0,5678484,L,0,3,1,,
10/30/2024,Franklin & Marshall,Swarthmore,L 1-3,89.0,5678530,L,1,3,1,,
10/30/2024,Haverford,Ursinus,L 1-3,95.0,5678529,L,1,3,1,,
10/30/2024,Johns Hopkins,McDaniel,W 3-0,60.0,5678524,W,3,0,1,,
10/30/2024,Colby-Sawyer,St. Joseph's (ME),L 0-3,50.0,5678345,L,0,3,1,,
10/30/2024,Rivier,UMass Boston,L 0-3,162.0,5678454,L,0,3,1,,
10/30/2024,Anderson (IN),Berea,W 3-1,137.0,5678469,W,3,1,1,,
10/30/2024,Bluffton,Manchester,L 1-3,400.0,5678463,L,1,3,1,,
10/30/2024,Earlham,Transylvania,L 0-3,135.0,5678490,L,0,3,1,,
10/30/2024,Franklin,Rose-Hulman,L 0-3,116.0,5678507,L,0,3,1,,
10/30/2024,Hanover,Mt. St. Joseph,L 2-3,220.0,5678480,L,2,3,1,,
10/30/2024,Wilkes,Delaware Valley,L 1-3,84.0,5678472,L,1,3,1,,
10/30/2024,Bard,Vassar,L 0-3,45.0,5678434,L,0,3,1,,
10/30/2024,Union (NY),Manhattanville,W 3-1,118.0,5678516,W,3,1,1,,
10/30/2024,Bridgewater St.,MCLA,W 3-0,217.0,5678458,W,3,0,1,,
10/30/2024,Fitchburg St.,Salem St.,W 3-2,55.0,5678450,W,3,2,1,,
10/30/2024,Framingham St.,Worcester St.,L 2-3,112.0,5678518,L,2,3,1,,
10/30/2024,Mass. Maritime,Westfield St.,L 0-3,186.0,5678491,L,0,3,1,,
10/30/2024,Carleton,Saint Benedict,L 1-3,139.0,5678499,L,1,3,1,,
10/30/2024,Knox,Monmouth (IL),L 0-3,213.0,5678515,L,0,3,1,,
10/30/2024,Aurora,Benedictine (IL),W 3-2,298.0,5678514,W,3,2,1,,
10/30/2024,IIT,Rockford,W 3-2,147.0,5678526,W,3,2,1,,
10/30/2024,Lewis & Clark,Linfield,L 1-3,58.0,5678380,L,1,3,1,,
10/30/2024,Husson,Maine Maritime,L 0-3,199.0,5678528,L,0,3,1,,
10/30/2024,SUNY Cobleskill,SUNY Delhi,L 0-3,75.0,5678511,L,0,3,1,,
10/30/2024,Baldwin Wallace,Heidelberg,L 1-3,154.0,5678493,L,1,3,1,,
10/30/2024,Capital,Muskingum,L 2-3,193.0,5678481,L,2,3,1,,
10/30/2024,John Carroll,Otterbein,L 1-3,241.0,5678513,L,1,3,1,,
10/30/2024,Marietta,Mount Union,W 3-0,417.0,5678505,W,3,0,1,,
10/30/2024,Ohio Northern,Wilmington (OH),W 3-0,303.0,5678501,W,3,0,1,,
10/30/2024,Averett,Randolph,W 3-0,150.0,5678473,W,3,0,1,,
10/30/2024,East. Mennonite,Ferrum,L 2-3,121.0,5678462,L,2,3,1,,
10/30/2024,Randolph-Macon,Shenandoah,W 3-0,182.0,5681194,W,3,0,1,,
10/30/2024,Allegheny,Westminster (PA),W 3-1,107.0,5678478,W,3,1,1,,
10/30/2024,Bethany (WV),Geneva,W 3-1,80.0,5678520,W,3,1,1,,
10/30/2024,Chatham,Saint Vincent,L 1-3,127.0,5678517,L,1,3,1,,
10/30/2024,Franciscan,Grove City,L 1-3,40.0,5678471,L,1,3,1,,
10/30/2024,Wash. & Jeff.,Waynesburg,W 3-0,270.0,5678435,W,3,0,1,,
10/30/2024,Fontbonne,Greenville,W 3-2,200.0,5678500,W,3,2,1,,
10/30/2024,Salem (NC),Southern Va.,W 3-2,139.0,5678452,W,3,2,1,,
10/30/2024,UW-River Falls,Wis.-Stevens Point,L 0-3,282.0,5678470,L,0,3,1,,
10/30/2024,Wis.-Eau Claire,Wis.-Oshkosh,L 2-3,680.0,5678475,L,2,3,1,,
10/30/2024,Wis.-La Crosse,Wis.-Stout,L 2-3,253.0,5678519,L,2,3,1,,
10/30/2024,Wis.-Platteville,Wis.-Whitewater,L 0-3,264.0,5678502,L,0,3,1,,
10/31/2024,Marywood,Alvernia,L 0-3,73.0,5678602,L,0,3,1,,
10/31/2024,Ill. Wesleyan,WashU,L 1-3,134.0,5678613,L,1,3,1,,
10/31/2024,Baruch,CCNY,L 2-3,66.0,5678610,L,2,3,1,,
10/31/2024,Brooklyn,Hunter,L 0-3,200.0,5678574,L,0,3,1,,
10/31/2024,John Jay,FDU-Florham,W 3-0,75.0,5678549,W,3,0,1,,
10/31/2024,Johns Hopkins,Stevenson,W 3-0,201.0,5678595,W,3,0,1,,
10/31/2024,Albertus Magnus,MCLA,L 0-3,242.0,5675049,L,0,3,1,,
10/31/2024,Simmons,Wheaton (MA),L 2-3,60.0,5678618,L,2,3,1,,
10/31/2024,Keene St.,Mount Holyoke,W 3-0,250.0,5678609,W,3,0,1,,
10/31/2024,Alverno,MSOE,L 1-3,35.0,5678604,L,1,3,1,,
10/31/2024,Concordia Chicago,Marian (WI),W 3-1,141.0,5678605,W,3,1,1,,
10/31/2024,Concordia Wisconsin,Wis. Lutheran,W 3-1,226.0,5678620,W,3,1,1,,
10/31/2024,Dominican (IL),Edgewood,L 0-3,159.0,5678616,L,0,3,1,,
10/31/2024,Lakeland,St. Norbert,L 1-3,296.0,5678614,L,1,3,1,,
10/31/2024,Wesleyan (CT),MIT,L 0-3,25.0,5682726,L,0,3,1,,
10/31/2024,Roanoke,Oglethorpe,W 3-2,124.0,5678585,W,3,2,1,,
10/31/2024,Austin,McMurry,W 3-0,231.0,5678622,W,3,0,1,,
10/31/2024,UMSV,Yeshiva,W 3-0,52.0,5678562,W,3,0,1,,
10/31/2024,Cairn,Lancaster Bible,L 0-3,92.0,5682662,L,0,3,1,,
11/01/2024,Hardin-Simmons,St. Thomas (TX),L 2-3,175.0,5678628,L,2,3,1,,
11/01/2024,Mary Hardin-Baylor,UC Santa Cruz,L 1-3,150.0,5678630,L,1,3,1,,
11/01/2024,Buena Vista,Loras,L 2-3,120.0,5678777,L,2,3,1,,
11/01/2024,Central (IA),Wartburg,W 3-1,175.0,5678643,W,3,1,1,,
11/01/2024,Coe,Simpson,W 3-1,278.0,5678669,W,3,1,1,,
11/01/2024,Dubuque,Neb. Wesleyan,W 3-0,250.0,5678662,W,3,0,1,,
11/01/2024,Chris. Newport,Salisbury,W 3-0,305.0,5678676,W,3,0,1,,
11/01/2024,UC Santa Cruz,St. Thomas (TX),W 3-0,250.0,5678889,W,3,0,1,,
11/01/2024,Augustana (IL),North Park,L 0-3,145.0,5678833,L,0,3,1,,
11/01/2024,Carroll (WI),North Central (IL),L 0-3,148.0,5678845,L,0,3,1,,
11/01/2024,Carthage,Wis.-La Crosse,W 3-0,345.0,5678808,W,3,0,1,,
11/01/2024,Curry,Endicott,L 0-3,172.0,5678914,L,0,3,1,,
11/01/2024,Lehman,New Jersey City,L 0-3,131.0,5678826,L,0,3,1,,
11/01/2024,Alfred,Nazareth,W 3-1,236.0,5678655,W,3,1,1,,
11/01/2024,Elmira,SUNY Poly,W 3-0,123.0,5678832,W,3,0,1,,
11/01/2024,Hartwick,SUNY Geneseo,W 3-1,147.0,5678727,W,3,1,1,,
11/01/2024,Houghton,St. John Fisher,L 0-3,198.0,5678674,L,0,3,1,,
11/01/2024,Keuka,Utica,L 1-3,125.0,5678881,L,1,3,1,,
11/01/2024,Russell Sage,SUNY Brockport,L 1-3,250.0,5678735,L,1,3,1,,
11/01/2024,Regis (MA),Emerson,L 0-3,64.0,5678770,L,0,3,1,,
11/01/2024,Catholic,Moravian,L 1-3,117.0,5678800,L,1,3,1,,
11/01/2024,Drew,Juniata,L 0-3,392.0,5678755,L,0,3,1,,
11/01/2024,Goucher,Wilkes,L 0-3,72.0,5678825,L,0,3,1,,
11/01/2024,Lycoming,Scranton,L 1-3,108.0,5678813,L,1,3,1,,
11/01/2024,Ithaca,RIT,W 3-0,85.0,5678698,W,3,0,1,,
11/01/2024,Eastern,NYU,L 1-3,138.0,5678671,L,1,3,1,,
11/01/2024,Hood,Wilson,W 3-0,103.0,5678880,W,3,0,1,,
11/01/2024,Westfield St.,Worcester St.,W 3-0,224.0,5811274,W,3,0,1,,
11/01/2024,Augsburg,Gustavus Adolphus,L 0-3,193.0,5678834,L,0,3,1,,
11/01/2024,Bethel (MN),Saint Mary's (MN),W 3-0,167.0,5678820,W,3,0,1,,
11/01/2024,Concordia-M'head,St. Olaf,L 1-3,185.0,5678743,L,1,3,1,,
11/01/2024,Hamline,Macalester,L 1-3,97.0,5678824,L,1,3,1,,
11/01/2024,St. Catherine,St. Scholastica,W 3-0,65.0,5678876,W,3,0,1,,
11/01/2024,Beloit,Lawrence,L 0-3,137.0,5678798,L,0,3,1,,
11/01/2024,Cornell College,Lake Forest,W 3-0,280.0,5678868,W,3,0,1,,
11/01/2024,Grinnell,Ripon,W 3-0,99.0,5678844,W,3,0,1,,
11/01/2024,Albion,Calvin,L 0-3,477.0,5678790,L,0,3,1,,
11/01/2024,Alma,Hope,L 0-3,190.0,5678793,L,0,3,1,,
11/01/2024,Amherst,Middlebury,W 3-2,83.0,5678879,W,3,2,1,,
11/01/2024,Bowdoin,Connecticut Col.,W 3-0,215.0,5678882,W,3,0,1,,
11/01/2024,Colby,Trinity (CT),W 3-0,206.0,5678883,W,3,0,1,,
11/01/2024,Hamilton,Williams,L 1-3,112.0,5678887,L,1,3,1,,
11/01/2024,Tufts,Wesleyan (CT),W 3-0,200.0,5678884,W,3,0,1,,
11/01/2024,George Fox,Pacific Lutheran,L 1-3,230.0,5678859,L,1,3,1,,
11/01/2024,Lewis & Clark,Whitworth,L 0-3,69.0,5678855,L,0,3,1,,
11/01/2024,Pacific (OR),Puget Sound,L 0-3,100.0,5678865,L,0,3,1,,
11/01/2024,Whitman,Willamette,L 1-3,132.0,5678830,L,1,3,1,,
11/01/2024,Marietta,Wilmington (OH),W 3-0,213.0,5678822,W,3,0,1,,
11/01/2024,Bridgewater (VA),Ferrum,W 3-0,137.0,5678778,W,3,0,1,,
11/01/2024,Guilford,Lynchburg,L 0-3,125.0,5678788,L,0,3,1,,
11/01/2024,Berry,Sewanee,W 3-1,265.0,5678728,W,3,1,1,,
11/01/2024,Centenary (LA),McMurry,L 0-3,58.0,5678957,L,0,3,1,,
11/01/2024,Concordia (TX),Schreiner,L 0-3,155.0,5678733,L,0,3,1,,
11/01/2024,Southwestern (TX),Texas Lutheran,L 0-3,175.0,5678653,L,0,3,1,,
11/01/2024,Cal Lutheran,Pomona-Pitzer,L 1-3,150.0,5678885,L,1,3,1,,
11/01/2024,Caltech,Whittier,L 0-3,159.0,5678873,L,0,3,1,,
11/01/2024,Chapman,Occidental,W 3-1,225.0,5678877,W,3,1,1,,
11/01/2024,Claremont-M-S,La Verne,W 3-2,859.0,5678851,W,3,2,1,,
11/01/2024,Buffalo St.,SUNY Canton,W 3-1,66.0,5678764,W,3,1,1,,
11/01/2024,Fredonia,Oswego St.,L 0-3,101.0,5678753,L,0,3,1,,
11/01/2024,Plattsburgh St.,SUNY New Paltz,L 0-3,175.0,5678646,L,0,3,1,,
11/01/2024,SUNY Oneonta,SUNY Potsdam,L 2-3,100.0,5678739,L,2,3,1,,
11/01/2024,Farmingdale St.,SUNY Maritime,W 3-0,211.0,5678779,W,3,0,1,,
11/01/2024,Manhattanville,Old Westbury,W 3-1,97.0,5678749,W,3,1,1,,
11/01/2024,Purchase,St. Joseph's (Brkln),L 2-3,40.0,5678854,L,2,3,1,,
11/01/2024,Sarah Lawrence,St. Joseph's (L.I.),L 1-3,82.0,5678627,L,1,3,1,,
11/01/2024,Bethany Lutheran,Northwestern-St. Paul,L 0-3,124.0,5678870,L,0,3,1,,
11/01/2024,Crown (MN),Northland,L 1-3,150.0,5678831,L,1,3,1,,
11/01/2024,Minn.-Morris,Wis.-Superior,W 3-2,110.0,5678816,W,3,2,1,,
11/01/2024,Greensboro,N.C. Wesleyan,W 3-0,250.0,5678796,W,3,0,1,,
11/02/2024,Alfred St.,Penn St.-Altoona,W 3-1,70.0,5678924,W,3,1,1,,
11/02/2024,Carlow,Pitt.-Bradford,L 2-3,40.0,5679178,L,2,3,1,,
11/02/2024,Hilbert,Mount Aloysius,L 0-3,89.0,5678953,L,0,3,1,,
11/02/2024,East Tex. Baptist,Southwestern (TX),W 3-1,350.0,5679286,W,3,1,1,,
11/02/2024,Hardin-Simmons,UC Santa Cruz,L 1-3,150.0,5678930,L,1,3,1,,
11/02/2024,Howard Payne,Dallas,W 3-0,117.0,5679172,W,3,0,1,,
11/02/2024,Howard Payne,Austin,L 0-3,227.0,5679255,L,0,3,1,,
11/02/2024,LeTourneau,St. Thomas (TX),L 0-3,175.0,5678928,L,0,3,1,,
11/02/2024,LeTourneau,UC Santa Cruz,W 3-2,75.0,5679078,W,3,2,1,,
11/02/2024,Mary Hardin-Baylor,St. Thomas (TX),W 3-1,200.0,5679203,W,3,1,1,,
11/02/2024,Buena Vista,Dubuque,L 0-3,165.0,5679053,L,0,3,1,,
11/02/2024,Central (IA),Coe,L 1-3,150.0,5678891,L,1,3,1,,
11/02/2024,Loras,Neb. Wesleyan,L 1-3,200.0,5679289,L,1,3,1,,
11/02/2024,Luther,Wis.-Eau Claire,L 0-3,317.0,5679217,L,0,3,1,,
11/02/2024,Simpson,Wartburg,W 3-0,345.0,5678890,W,3,0,1,,
11/02/2024,Gwynedd Mercy,Immaculata,W 3-0,88.0,5679043,W,3,0,1,,
11/02/2024,Marymount (VA),Wash. & Lee,L 0-3,117.0,5679171,L,0,3,1,,
11/02/2024,Marymount (VA),Chris. Newport,W 3-2,0.0,5679219,W,3,2,1,,
11/02/2024,Marywood,Pratt,W 3-0,133.0,5678949,W,3,0,1,,
11/02/2024,Neumann,Va. Wesleyan,L 0-3,87.0,5678976,L,0,3,1,,
11/02/2024,Neumann,York (PA),W 3-1,103.0,5679150,W,3,1,1,,
11/02/2024,Chris. Newport,Wash. & Lee,L 0-3,218.0,5678933,L,0,3,1,,
11/02/2024,Mary Washington,Randolph,L 2-3,125.0,5679009,L,2,3,1,,
11/02/2024,Carroll (WI),Wis.-La Crosse,W 3-2,127.0,5678947,W,3,2,1,,
11/02/2024,Carthage,Wis.-Platteville,L 0-3,86.0,5679265,L,0,3,1,,
11/02/2024,Elmhurst,Marian (WI),W 3-0,47.0,5679173,W,3,0,1,,
11/02/2024,Elmhurst,IIT,W 3-0,40.0,5679283,W,3,0,1,,
11/02/2024,North Park,Wis.-Platteville,L 1-3,110.0,5679321,L,1,3,1,,
11/02/2024,Wheaton (IL),MSOE,W 3-0,168.0,5679170,W,3,0,1,,
11/02/2024,Wheaton (IL),Edgewood,L 1-3,183.0,5679246,L,1,3,1,,
11/02/2024,Agnes Scott,LaGrange,L 0-3,0.0,5678898,L,0,3,1,,
11/02/2024,Agnes Scott,Maryville (TN),L 0-3,50.0,5678971,L,0,3,1,,
11/02/2024,Asbury,Huntingdon,W 3-2,50.0,5678967,W,3,2,1,,
11/02/2024,Asbury,Piedmont,W 3-0,50.0,5679211,W,3,0,1,,
11/02/2024,Belhaven,Wesleyan (GA),W 3-0,92.0,5678958,W,3,0,1,,
11/02/2024,Belhaven,Covenant,L 0-3,94.0,5679244,L,0,3,1,,
11/02/2024,Covenant,Wesleyan (GA),W 3-0,83.0,5679168,W,3,0,1,,
11/02/2024,Huntingdon,Piedmont,W 3-2,75.0,5679254,W,3,2,1,,
11/02/2024,LaGrange,Maryville (TN),L 0-3,130.0,5675701,L,0,3,1,,
11/02/2024,Gordon,Suffolk,L 2-3,190.0,5678922,L,2,3,1,,
11/02/2024,Hartford,U New England,L 0-3,43.0,5679142,L,0,3,1,,
11/02/2024,Nichols,Wentworth,W 3-1,58.0,5678981,W,3,1,1,,
11/02/2024,Roger Williams,Western New Eng.,W 3-0,256.0,5679041,W,3,0,1,,
11/02/2024,Baruch,Smith,L 0-3,100.0,5678999,L,0,3,1,,
11/02/2024,Baruch,Maine Maritime,L 0-3,100.0,5679212,L,0,3,1,,
11/02/2024,Brooklyn,Montclair St.,L 0-3,194.0,5678907,L,0,3,1,,
11/02/2024,Medgar Evers,Rutgers-Newark,L 0-3,75.0,5678929,L,0,3,1,,
11/02/2024,Medgar Evers,King's (PA),L 0-3,65.0,5679082,L,0,3,1,,
11/02/2024,Bryn Mawr,Gettysburg,L 0-3,70.0,5679071,L,0,3,1,,
11/02/2024,Dickinson,Ursinus,L 0-3,83.0,5678973,L,0,3,1,,
11/02/2024,Franklin & Marshall,Elizabethtown,W 3-0,41.0,5679164,W,3,0,1,,
11/02/2024,Franklin & Marshall,Misericordia,W 3-1,76.0,5679256,W,3,1,1,,
11/02/2024,Haverford,McDaniel,W 3-0,93.0,5679021,W,3,0,1,,
11/02/2024,Johns Hopkins,Swarthmore,W 3-1,225.0,5679089,W,3,1,1,,
11/02/2024,Muhlenberg,Washington Col.,W 3-0,118.0,5679037,W,3,0,1,,
11/02/2024,Alfred,St. John Fisher,L 1-3,70.0,5679011,L,1,3,1,,
11/02/2024,Elmira,Utica,L 1-3,157.0,5679014,L,1,3,1,,
11/02/2024,Hartwick,SUNY Brockport,W 3-1,83.0,5679137,W,3,1,1,,
11/02/2024,Keuka,SUNY Poly,W 3-0,125.0,5679151,W,3,0,1,,
11/02/2024,Keuka,St. Lawrence,L 1-3,125.0,5679209,L,1,3,1,,
11/02/2024,Nazareth,Union (NY),L 0-3,42.0,5679167,L,0,3,1,,
11/02/2024,Nazareth,William Smith,L 0-3,137.0,5679235,L,0,3,1,,
11/02/2024,Russell Sage,SUNY Geneseo,W 3-0,251.0,5679030,W,3,0,1,,
11/02/2024,SUNY Poly,St. Lawrence,L 1-3,120.0,5679079,L,1,3,1,,
11/02/2024,Albertus Magnus,Colby-Sawyer,L 1-3,50.0,5678977,L,1,3,1,,
11/02/2024,Albertus Magnus,Regis (MA),L 0-3,88.0,5679114,L,0,3,1,,
11/02/2024,Anna Maria,Elms,L 1-3,80.0,5678916,L,1,3,1,,
11/02/2024,Anna Maria,Rivier,L 0-3,50.0,5679075,L,0,3,1,,
11/02/2024,Colby-Sawyer,Regis (MA),L 1-3,106.0,5678902,L,1,3,1,,
11/02/2024,Dean,Lasell,L 0-3,20.0,5679084,L,0,3,1,,
11/02/2024,Dean,Norwich,W 3-0,50.0,5679206,W,3,0,1,,
11/02/2024,Elms,Rivier,L 0-3,80.0,5679198,L,0,3,1,,
11/02/2024,Emmanuel (MA),Mitchell,W 3-0,78.0,5678920,W,3,0,1,,
11/02/2024,Emmanuel (MA),St. Joseph's (ME),W 3-0,57.0,5679081,W,3,0,1,,
11/02/2024,JWU (Providence),Saint Joseph (CT),W 3-0,101.0,5678919,W,3,0,1,,
11/02/2024,JWU (Providence),Simmons,W 3-0,87.0,5681214,W,3,0,1,,
11/02/2024,Lasell,Norwich,W 3-0,30.0,5678925,W,3,0,1,,
11/02/2024,Mitchell,St. Joseph's (ME),L 0-3,73.0,5679202,L,0,3,1,,
11/02/2024,New England Col.,Rhode Island Col.,L 0-3,49.0,5682771,L,0,3,1,,
11/02/2024,New England Col.,Keene St.,L 1-3,98.0,5833707,L,1,3,1,,
11/02/2024,Saint Joseph (CT),Simmons,L 0-3,48.0,5679201,L,0,3,1,,
11/02/2024,Anderson (IN),Hanover,L 1-3,217.0,5679092,L,1,3,1,,
11/02/2024,Berea,Mt. St. Joseph,L 0-3,74.0,5679035,L,0,3,1,,
11/02/2024,Bluffton,Rose-Hulman,L 0-3,0.0,5678983,L,0,3,1,,
11/02/2024,Earlham,Franklin,W 3-0,217.0,5679161,W,3,0,1,,
11/02/2024,Manchester,Transylvania,L 0-3,150.0,5679162,L,0,3,1,,
11/02/2024,Catholic,Wilkes,W 3-1,67.0,5678940,W,3,1,1,,
11/02/2024,Catholic,Messiah,L 0-3,43.0,5679174,L,0,3,1,,
11/02/2024,Drew,Lycoming,W 3-1,134.0,5678936,W,3,1,1,,
11/02/2024,Elizabethtown,Misericordia,W 3-2,63.0,5678970,W,3,2,1,,
11/02/2024,Goucher,Moravian,L 0-3,89.0,5679101,L,0,3,1,,
11/02/2024,Juniata,Scranton,W 3-0,101.0,5679149,W,3,0,1,,
11/02/2024,Wilkes,Messiah,L 1-3,53.0,5679274,L,1,3,1,,
11/02/2024,Bard,Ithaca,L 0-3,65.0,5679122,L,0,3,1,,
